,ts,code,method,isPractical,majorForCourse,fstMajor,secMajor,status,gender,enterDate,m_suitable,m_comfort,m_feedback,m_boring,m_valuable,m_selfEval,m_satisfaction,m_helpful,m_timeManage,m_ta,m_share,m_discuss,m_activity,m_concentrate,m_sameMethod,emo_miss,emo_isolated,emo_anx,emo_worse,emo_meet,emo_relationship,emo_optim,cop_music,cop_walk,cop_media,cop_creative,cop_sports,cop_game,cop_sns,cop_talk,cop_sleep,cop_drink,cop_alcohol,cop_group,covidClassType,live_home,live_library,live_cafe,live_bus,rec_home,rec_library,rec_cafe,rec_bus,env_home,env_tool,env_platform,env_disturb,env_library,env_cafe,env_group,env_alone
187,2022-04-07 09:36:14.797,UNKNOWN,Live Online,No,Social Science,HASS,Social Science,Full time student in South Korea,Female,I started university in 2020 or later.,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Neutral,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Mostly true,A little true,Mostly true,Mostly true,Mostly true,Mostly true,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree
188,2022-04-07 10:31:39.651,GEDG012,Live Online,Yes,Education or education-related,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Sometimes true,A little true,Sometimes true,Sometimes true,Sometimes true,A little true,A little true,A little true,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree
189,2022-04-07 15:01:28.105,GEDB008,Live Online,No,Physics/Chemistry/Biology/Natural Sciences,STEM,None,Full time student in South Korea,Male,I started university in 2020 or later.,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Live Online,Not at all true,Not at all true,A little true,Very true,A little true,A little true,Not at all true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
190,2022-04-08 19:09:15.063,UNKNOWN,Offline,No,Humanities,HASS,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Agree,Disagree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Very true,Very true,Very true,Very true,Very true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Strongly disagree
191,2022-04-15 19:01:35.641,DSC2001,Live Online,Yes,Library and Information Science,HASS,Library and Information Science,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Mostly true,A little true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree
192,2022-04-15 19:03:33.594,GEDI003,Offline,No,Literature & Language,HASS,Art,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,Mostly true,Sometimes true,Very true,Very true,Very true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Agree,Strongly disagree
193,2022-04-15 19:04:33.144,SKD3051,Offline,Yes,Art,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Sometimes true,Mostly true,Mostly true,Very true,A little true,Sometimes true,Sometimes true,A little true,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral
194,2022-04-15 19:06:33.810,GEDS047,Offline,Yes,Social Science,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,"Live Online , Pre-recorded lectures , Offline",Sometimes true,Sometimes true,Sometimes true,Not at all true,Mostly true,Sometimes true,Sometimes true,Not at all true,Neutral,Agree,Neutral,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree
195,2022-04-18 18:03:37.863,None,Offline,Yes,Art,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Offline,Very true,Sometimes true,Sometimes true,Not at all true,Very true,Very true,Sometimes true,Not at all true,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Agree,Neutral,Strongly Agree
196,2022-04-18 18:05:58.153,ART5033,Offline,No,Art,HASS,Art,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Sometimes true,Sometimes true,Mostly true,Very true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree
197,2022-04-18 18:06:22.191,ART5023,Offline,Yes,Art,HASS,Art,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Offline,Mostly true,Very true,Very true,Sometimes true,Mostly true,Very true,Mostly true,Mostly true,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree
198,2022-04-18 18:15:24.655,FDM2007,Prerecorded lectures,Yes,Art,HASS,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Mostly true,Not at all true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree
199,2022-04-18 18:18:35.801,GEDS011,Prerecorded lectures,No,Art,HASS,Art,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Sometimes true,Mostly true,Sometimes true,Very true,Mostly true,Mostly true,Very true,Strongly Agree,Strongly disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree
200,2022-04-18 18:24:08.115,UNKNOWN,Offline,No,Art,Hybrid/Unclear,Art,Other,Male,I started university in 2020 or later.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Offline,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
201,2022-04-18 18:25:48.963,DES5082,Live Online,Yes,Art,HASS,None,Full time student in South Korea,Male,I started university in 2020 or later.,Neutral,Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Not at all true,Sometimes true,Not at all true,Very true,Not at all true,Mostly true,Not at all true,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly Agree
202,2022-04-18 18:32:43.844,DES2025,Prerecorded lectures,No,Art,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,A little true,A little true,Very true,Very true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree
203,2022-04-18 18:39:46.056,ART3040,Offline,Yes,Art,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Strongly disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Offline,Mostly true,A little true,Mostly true,Mostly true,Mostly true,Mostly true,Mostly true,Mostly true,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree
204,2022-04-18 18:39:46.551,DES3003,Offline,Yes,Art,HASS,Art,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Offline,A little true,A little true,A little true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
205,2022-04-18 18:49:08.051,UNKNOWN,Live Online,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Very true,Mostly true,Sometimes true,Mostly true,Mostly true,Sometimes true,Mostly true,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Neutral
206,2022-04-18 18:49:53.994,ECO3029,Live Online,No,Law,HASS,Business/economics related,Full time student in South Korea,Male,I started university BEFORE 2020.,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline",Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Sometimes true,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
207,2022-04-18 18:55:04.435,LJD5005,Prerecorded lectures,No,Law,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Sometimes true,Mostly true,A little true,Not at all true,A little true,Very true,Not at all true,Not at all true,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Disagree,Agree
208,2022-04-18 18:56:31.135,LJD5005,Prerecorded lectures,No,Social Science,Hybrid/Unclear,Business/economics related,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Not at all true,Not at all true,Very true,Sometimes true,Not at all true,Not at all true,Very true,Very true,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree
209,2022-04-18 18:56:31.845,LJD5005,Prerecorded lectures,No,Law,HASS,Social Science,Full time student in South Korea,Male,I started university BEFORE 2020.,Neutral,Agree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Very true,A little true,Not at all true,Mostly true,Very true,A little true,Not at all true,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
210,2022-04-19 16:59:47.932,None,Prerecorded lectures,Yes,Art,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,Not at all true,Not at all true,Very true,Sometimes true,A little true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree
